ReaderWell,BarcodeID,Type,Timepoint,Cage,Animal,Compare,SampleMass,PlateID,SampleWell
C05,TrB1|0000000010b|033016|JKxOe,Experiment,0,10,10b,Control,15.81,TrB1_Plate1,C05
C06,TrB1|0000000010c|033016|lWr5U,Experiment,0,10,10c,Control,23.9,TrB1_Plate1,C06
C07,TrB1|0000000001a|040616|cRGY0,Experiment,7,1,1a,Control,26.54,TrB1_Plate1,C07
C08,TrB1|0000000001b|040616|fpaPG,Experiment,7,1,1b,Control,30.36,TrB1_Plate1,C08
C09,TrB1|0000000001c|040616|h2hSS,Experiment,7,1,1c,Control,20.07,TrB1_Plate1,C09
C10,TrB1|0000000002a|040616|txkem,Experiment,7,2,2a,Control,23.72,TrB1_Plate1,C10
C11,TrB1|0000000002b|040616|lEG7S,Experiment,7,2,2b,Control,36.66,TrB1_Plate1,C11
C12,TrB1|0000000002c|040616|mJbYF,Experiment,7,2,2c,Control,38.79,TrB1_Plate1,C12
D01,TrB1|0000000003a|040616|Gdzg1,Experiment,7,3,3a,Vancomycin,31.34,TrB1_Plate1,D01
D02,TrB1|0000000003b|040616|J1s75,Experiment,7,3,3b,Vancomycin,45.12,TrB1_Plate1,D02
D03,TrB1|0000000003c|040616|gGVKR,Experiment,7,3,3c,Vancomycin,23.58,TrB1_Plate1,D03
D04,TrB1|0000000004a|040616|Tlwxm,Experiment,7,4,4a,Vancomycin,20.86,TrB1_Plate1,D04
D05,TrB1|0000000004b|040616|LFet1,Experiment,7,4,4b,Vancomycin,29.58,TrB1_Plate1,D05
D06,TrB1|0000000004c|040616|akQTc,Experiment,7,4,4c,Vancomycin,35.58,TrB1_Plate1,D06
D07,TrB1|0000000005a|040616|lWzBb,Experiment,7,5,5a,Polymyxin B,35.25,TrB1_Plate1,D07
D08,TrB1|0000000005b|040616|xNUtE,Experiment,7,5,5b,Polymyxin B,37.41,TrB1_Plate1,D08
D09,TrB1|0000000005c|040616|HJ58V,Experiment,7,5,5c,Polymyxin B,21.82,TrB1_Plate1,D09
D10,TrB1|0000000006a|040616|Fd64c,Experiment,7,6,6a,Polymyxin B,32.79,TrB1_Plate1,D10
D11,TrB1|0000000006b|040616|zGdK8,Experiment,7,6,6b,Polymyxin B,18.76,TrB1_Plate1,D11
D12,TrB1|0000000006c|040616|4s4Ks,Experiment,7,6,6c,Polymyxin B,20.16,TrB1_Plate1,D12
E01,TrB1|0000000007a|040616|US4v6,Experiment,7,7,7a,Ciprofloxacin,28.51,TrB1_Plate1,E01
E02,TrB1|0000000007b|040616|QJCCy,Experiment,7,7,7b,Ciprofloxacin,15.35,TrB1_Plate1,E02
E03,TrB1|0000000007c|040616|osNwg,Experiment,7,7,7c,Ciprofloxacin,17.85,TrB1_Plate1,E03
E04,TrB1|0000000008a|040616|BB4fr,Experiment,7,8,8a,Ciprofloxacin,22.68,TrB1_Plate1,E04
E05,TrB1|0000000008b|040616|uLL0E,Experiment,7,8,8b,Ciprofloxacin,11.46,TrB1_Plate1,E05
E06,TrB1|0000000008c|040616|Fliq4,Experiment,7,8,8c,Ciprofloxacin,14.98,TrB1_Plate1,E06
E07,TrB1|0000000009a|040616|HkFlh,Experiment,7,9,9a,Ampicillin,26.17,TrB1_Plate1,E07
E08,TrB1|0000000009b|040616|QOgGH,Experiment,7,9,9b,Ampicillin,26.81,TrB1_Plate1,E08
E09,TrB1|0000000009c|040616|kx7qo,Experiment,7,9,9c,Ampicillin,27.7,TrB1_Plate1,E09
E10,TrB1|0000000010a|040616|mLbI0,Experiment,7,10,10a,Ampicillin,41.6,TrB1_Plate1,E10
E11,TrB1|0000000010b|040616|MgMBP,Experiment,7,10,10b,Ampicillin,47.49,TrB1_Plate1,E11
E12,TrB1|0000000010c|040616|Vgzwj,Experiment,7,10,10c,Ampicillin,28.52,TrB1_Plate1,E12
F01,TrB1|0000000001a|041316|UfFcr,Experiment,14,1,1a,Control,22.6,TrB1_Plate1,F01
F02,TrB1|0000000001b|041316|wtCiu,Experiment,14,1,1b,Control,30.47,TrB1_Plate1,F02
F03,TrB1|0000000001c|041316|7gdn6,Experiment,14,1,1c,Control,45.49,TrB1_Plate1,F03
F04,TrB1|0000000002a|041316|jyYhJ,Experiment,14,2,2a,Control,18.07,TrB1_Plate1,F04
F05,TrB1|0000000002b|041316|IKwrQ,Experiment,14,2,2b,Control,21.48,TrB1_Plate1,F05
F06,TrB1|0000000002c|041316|jjfzv,Experiment,14,2,2c,Control,19.94,TrB1_Plate1,F06
F07,TrB1|0000000003a|041316|ihBiF,Experiment,14,3,3a,Vancomycin,12.08,TrB1_Plate1,F07
F08,TrB1|0000000003b|041316|RlpSF,Experiment,14,3,3b,Vancomycin,17.52,TrB1_Plate1,F08
F09,TrB1|0000000003c|041316|uki3v,Experiment,14,3,3c,Vancomycin,34.89,TrB1_Plate1,F09
F10,TrB1|0000000004a|041316|Awo3N,Experiment,14,4,4a,Vancomycin,25.31,TrB1_Plate1,F10
F11,TrB1|0000000004b|041316|74jjD,Experiment,14,4,4b,Vancomycin,32.83,TrB1_Plate1,F11
F12,TrB1|0000000004c|041316|vB9ST,Experiment,14,4,4c,Vancomycin,33.48,TrB1_Plate1,F12
G01,TrB1|0000000005a|041316|dQswV,Experiment,14,5,5a,Polymyxin B,25.43,TrB1_Plate1,G01
G02,TrB1|0000000005b|041316|6xscB,Experiment,14,5,5b,Polymyxin B,40.13,TrB1_Plate1,G02
G03,TrB1|0000000005c|041316|6U1qP,Experiment,14,5,5c,Polymyxin B,18.32,TrB1_Plate1,G03
G04,TrB1|0000000006a|041316|H1NhV,Experiment,14,6,6a,Polymyxin B,20.76,TrB1_Plate1,G04
G05,TrB1|0000000006b|041316|zuMU7,Experiment,14,6,6b,Polymyxin B,28.66,TrB1_Plate1,G05
G06,TrB1|0000000006c|041316|9u0A9,Experiment,14,6,6c,Polymyxin B,16.18,TrB1_Plate1,G06
G07,TrB1|0000000007a|041316|LAw7W,Experiment,14,7,7a,Ciprofloxacin,18.07,TrB1_Plate1,G07
G08,TrB1|0000000007b|041316|OrBVu,Experiment,14,7,7b,Ciprofloxacin,24.2,TrB1_Plate1,G08
G09,TrB1|0000000007c|041316|oxsbP,Experiment,14,7,7c,Ciprofloxacin,45.55,TrB1_Plate1,G09
G10,TrB1|0000000008a|041316|sTwim,Experiment,14,8,8a,Ciprofloxacin,29.34,TrB1_Plate1,G10
G11,TrB1|0000000008b|041316|0mm8P,Experiment,14,8,8b,Ciprofloxacin,16.95,TrB1_Plate1,G11
G12,TrB1|0000000008c|041316|JpPxs,Experiment,14,8,8c,Ciprofloxacin,33.56,TrB1_Plate1,G12
H01,TrB1|0000000009a|041316|PLnBr,Experiment,14,9,9a,Ampicillin,29.66,TrB1_Plate1,H01
H02,TrB1|0000000009b|041316|3oB3c,Experiment,14,9,9b,Ampicillin,35.78,TrB1_Plate1,H02
H03,TrB1|0000000009c|041316|ppdaH,Experiment,14,9,9c,Ampicillin,44.5,TrB1_Plate1,H03
H04,TrB1|0000000010a|041316|uXpuf,Experiment,14,10,10a,Ampicillin,33.72,TrB1_Plate1,H04
H05,TrB1|0000000010b|041316|UTArn,Experiment,14,10,10b,Ampicillin,28.18,TrB1_Plate1,H05
H06,TrB1|0000000010c|041316|KOase,Experiment,14,10,10c,Ampicillin,23.91,TrB1_Plate1,H06
H07,TrB1|0000000001a|042016|St9nr,Experiment,21,1,1a,Control,40.75,TrB1_Plate1,H07
H08,TrB1|0000000001b|042016|kSf5b,Experiment,21,1,1b,Control,32.49,TrB1_Plate1,H08
H09,TrB1|0000000001c|042016|T9S3H,Experiment,21,1,1c,Control,18.57,TrB1_Plate1,H09
H10,TrB1|0000000002a|042016|wTFP7,Experiment,21,2,2a,Control,21.37,TrB1_Plate1,H10
H11,TrB1|0000000002b|042016|YInl9,Experiment,21,2,2b,Control,46.61,TrB1_Plate1,H11
H12,TrB1|0000000002c|042016|J8Pe6,Experiment,21,2,2c,Control,26.22,TrB1_Plate1,H12
