"WaterSource","WaterWell","DNASource","DNASourceWell","Destination","DestinationWell","DNA_Vol","Water_Vol","Warning","BarcodeID","PlateID","SampleWell","SequencingRun","BarcodePlate","BarcodeWell","NormalizedVolume","StartingConc","FinalConc"
"WaterSource",1,"Unnormalized_Abs2",28,"Normalized_Plate1",15,9.8,90.2,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000010a-FP|031317|toqdw","Abs2","C04","16S_Run2","Plate1","B03",100,20.3474738836696,2
"WaterSource",1,"Unnormalized_Abs2",29,"Normalized_Plate1",16,5.3,94.7,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000010b-FP|031317|arffc","Abs2","C05","16S_Run2","Plate1","B04",100,37.5168707962345,2
"WaterSource",1,"Unnormalized_Abs2",30,"Normalized_Plate1",17,6.1,33.9,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000010c-FP|031317|8zt0B","Abs2","C06","16S_Run2","Plate1","B05",40,13.0390608003869,2
"WaterSource",1,"Unnormalized_Abs2",32,"Normalized_Plate1",18,27,13,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000001b-FP|031717|zQE8t","Abs2","C08","16S_Run2","Plate1","B06",40,2.96312364512583,2
"WaterSource",1,"Unnormalized_Abs2",33,"Normalized_Plate1",19,15.9,24.1,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000001c-FP|031717|OSyUr","Abs2","C09","16S_Run2","Plate1","B07",40,5.03876669910961,2
"WaterSource",1,"Unnormalized_Abs2",37,"Normalized_Plate1",20,11.2,28.8,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000003a-FP|031717|TJuPw","Abs2","D01","16S_Run2","Plate1","B08",40,7.15471350171443,2
"WaterSource",1,"Unnormalized_Abs2",38,"Normalized_Plate1",21,5,35,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000003b-FP|031717|ZfxO2","Abs2","D02","16S_Run2","Plate1","B09",40,16.1491667356442,2
"WaterSource",1,"Unnormalized_Abs2",39,"Normalized_Plate1",22,5.6,34.4,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000003c-FP|031717|BtdRc","Abs2","D03","16S_Run2","Plate1","B10",40,14.1944349275235,2
"WaterSource",1,"Unnormalized_Abs2",40,"Normalized_Plate1",23,8.2,91.8,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000004a-FP|031717|F48w9","Abs2","D04","16S_Run2","Plate1","B11",100,24.4853254087635,2
"WaterSource",1,"Unnormalized_Abs2",41,"Normalized_Plate1",24,6.5,93.5,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000004b-FP|031717|cALCT","Abs2","D05","16S_Run2","Plate1","B12",100,30.6921026964043,2
"WaterSource",1,"Unnormalized_Abs2",42,"Normalized_Plate1",25,9.7,90.3,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000004c-FP|031717|EfS9W","Abs2","D06","16S_Run2","Plate1","C01",100,20.7169249126958,2
"WaterSource",1,"Unnormalized_Abs2",43,"Normalized_Plate1",26,5,95,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000005a-FP|031717|9LNYQ","Abs2","D07","16S_Run2","Plate1","C02",100,39.6193830159656,2
"WaterSource",1,"Unnormalized_Abs2",44,"Normalized_Plate1",27,3.9,96.1,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000005b-FP|031717|t7gMY","Abs2","D08","16S_Run2","Plate1","C03",100,51.3144548399202,2
"WaterSource",1,"Unnormalized_Abs2",45,"Normalized_Plate1",28,3.6,96.4,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000005c-FP|031717|8n4E2","Abs2","D09","16S_Run2","Plate1","C04",100,55.6652481882513,2
"WaterSource",1,"Unnormalized_Abs2",46,"Normalized_Plate1",29,7.2,92.8,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000006a-FP|031717|KYq7i","Abs2","D10","16S_Run2","Plate1","C05",100,27.7432117556312,2
"WaterSource",1,"Unnormalized_Abs2",47,"Normalized_Plate1",30,7.2,92.8,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000006b-FP|031717|CLTIO","Abs2","D11","16S_Run2","Plate1","C06",100,27.7499290470681,2
"WaterSource",1,"Unnormalized_Abs2",49,"Normalized_Plate1",31,23.7,16.3,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000007a-FP|031717|sjBA3","Abs2","E01","16S_Run2","Plate1","C07",40,3.37287842277311,2
"WaterSource",1,"Unnormalized_Abs2",50,"Normalized_Plate1",32,18.3,21.7,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000007b-FP|031717|6o8bI","Abs2","E02","16S_Run2","Plate1","C08",40,4.36703755542554,2
"WaterSource",1,"Unnormalized_Abs2",51,"Normalized_Plate1",33,40,0,"[WARNING] 2 >= Starting Concentration > 1.5: Transferred 40 uL + 0 uL Water/EB","Abs2|0000007c-FP|031717|gJrQu","Abs2","E03","16S_Run2","Plate1","C09",40,1.55920973482612,1.55920973482612
"WaterSource",1,"Unnormalized_Abs2",53,"Normalized_Plate1",34,40,0,"[WARNING] 2 >= Starting Concentration > 1.5: Transferred 40 uL + 0 uL Water/EB","Abs2|0000008b-FP|031717|sYtiy","Abs2","E05","16S_Run2","Plate1","C10",40,1.61966535775769,1.61966535775769
"WaterSource",1,"Unnormalized_Abs2",55,"Normalized_Plate1",35,5,95,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000009a-FP|031717|jTfvN","Abs2","E07","16S_Run2","Plate1","C11",100,40.3582850740181,2
"WaterSource",1,"Unnormalized_Abs2",56,"Normalized_Plate1",36,8.4,31.6,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000009b-FP|031717|vdCQM","Abs2","E08","16S_Run2","Plate1","C12",40,9.54606925322973,2
"WaterSource",1,"Unnormalized_Abs2",57,"Normalized_Plate1",37,4.6,95.4,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000009c-FP|031717|ofsrn","Abs2","E09","16S_Run2","Plate1","D01",100,43.2803068490438,2
"WaterSource",1,"Unnormalized_Abs2",58,"Normalized_Plate1",38,4.5,35.5,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000010a-FP|031717|IAXfx","Abs2","E10","16S_Run2","Plate1","D02",40,17.6672746003702,2
"WaterSource",1,"Unnormalized_Abs2",59,"Normalized_Plate1",39,4.4,35.6,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000010b-FP|031717|c9BHX","Abs2","E11","16S_Run2","Plate1","D03",40,18.1173331266385,2
"WaterSource",1,"Unnormalized_Abs2",60,"Normalized_Plate1",40,9.3,90.7,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000010c-FP|031717|YnCbf","Abs2","E12","16S_Run2","Plate1","D04",100,21.5162825936799,2
"WaterSource",1,"Unnormalized_Abs2",61,"Normalized_Plate1",41,13.7,26.3,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000001a-FP|032017|wAQIT","Abs2","F01","16S_Run2","Plate1","D05",40,5.84484167153049,2
"WaterSource",1,"Unnormalized_Abs2",62,"Normalized_Plate1",42,5.9,94.1,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000001b-FP|032017|vGEON","Abs2","F02","16S_Run2","Plate1","D06",100,33.8223605059721,2
"WaterSource",1,"Unnormalized_Abs2",63,"Normalized_Plate1",43,6.2,93.8,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000001c-FP|032017|w6dx7","Abs2","F03","16S_Run2","Plate1","D07",100,32.0825820238303,2
"WaterSource",1,"Unnormalized_Abs2",64,"Normalized_Plate1",44,9.5,90.5,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000002a-FP|032017|Kxmm9","Abs2","F04","16S_Run2","Plate1","D08",100,21.0930932331589,2
"WaterSource",1,"Unnormalized_Abs2",65,"Normalized_Plate1",45,6,94,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000002b-FP|032017|MmkBr","Abs2","F05","16S_Run2","Plate1","D09",100,33.1036103222301,2
"WaterSource",1,"Unnormalized_Abs2",66,"Normalized_Plate1",46,9.4,90.6,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000002c-FP|032017|3V97j","Abs2","F06","16S_Run2","Plate1","D10",100,21.1871353132747,2
"WaterSource",1,"Unnormalized_Abs2",67,"Normalized_Plate1",47,8.1,31.9,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000003a-FP|032017|pX9Pl","Abs2","F07","16S_Run2","Plate1","D11",40,9.86178195076124,2
"WaterSource",1,"Unnormalized_Abs2",68,"Normalized_Plate1",48,3.7,96.3,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000003b-FP|032017|x08Mj","Abs2","F08","16S_Run2","Plate1","D12",100,54.1325292934778,2
"WaterSource",1,"Unnormalized_Abs2",69,"Normalized_Plate1",49,9.7,30.3,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000003c-FP|032017|cTqIW","Abs2","F09","16S_Run2","Plate1","E01",40,8.23619742304579,2
"WaterSource",1,"Unnormalized_Abs2",70,"Normalized_Plate1",50,5,95,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000004a-FP|032017|GuAeK","Abs2","F10","16S_Run2","Plate1","E02",100,39.7873153018866,2
"WaterSource",1,"Unnormalized_Abs2",71,"Normalized_Plate1",51,5.7,34.3,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000004b-FP|032017|k5PnR","Abs2","F11","16S_Run2","Plate1","E03",40,13.9593297272341,2
"WaterSource",1,"Unnormalized_Abs2",72,"Normalized_Plate1",52,10.2,29.8,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000004c-FP|032017|bzuPA","Abs2","F12","16S_Run2","Plate1","E04",40,7.81972535396167,2
"WaterSource",1,"Unnormalized_Abs2",73,"Normalized_Plate1",53,6.5,33.5,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000005a-FP|032017|l4sJ9","Abs2","G01","16S_Run2","Plate1","E05",40,12.3673316567028,2
"WaterSource",1,"Unnormalized_Abs2",74,"Normalized_Plate1",54,4.7,35.3,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000005b-FP|032017|HfKkg","Abs2","G02","16S_Run2","Plate1","E06",40,17.1903469083545,2
"WaterSource",1,"Unnormalized_Abs2",75,"Normalized_Plate1",55,6.9,33.1,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000005c-FP|032017|M38Gw","Abs2","G03","16S_Run2","Plate1","E07",40,11.6485814729609,2
"WaterSource",1,"Unnormalized_Abs2",76,"Normalized_Plate1",56,6.1,33.9,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000006a-FP|032017|mwm2i","Abs2","G04","16S_Run2","Plate1","E08",40,13.0995164233185,2
"WaterSource",1,"Unnormalized_Abs2",77,"Normalized_Plate1",57,4.8,35.2,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000006b-FP|032017|m5WlT","Abs2","G05","16S_Run2","Plate1","E09",40,16.7402883820861,2
"WaterSource",1,"Unnormalized_Abs2",78,"Normalized_Plate1",58,7,93,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000006c-FP|032017|n9Qbt","Abs2","G06","16S_Run2","Plate1","E10",100,28.5627213109258,2
"WaterSource",1,"Unnormalized_Abs2",79,"Normalized_Plate1",59,12.1,27.9,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000007a-FP|032017|IKrxA","Abs2","G07","16S_Run2","Plate1","E11",40,6.6038956038935,2
"WaterSource",1,"Unnormalized_Abs2",80,"Normalized_Plate1",60,16.7,23.3,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000007b-FP|032017|kjpgO","Abs2","G08","16S_Run2","Plate1","E12",40,4.80366149882018,2
"WaterSource",1,"Unnormalized_Abs2",81,"Normalized_Plate1",61,26.5,13.5,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000007c-FP|032017|TvLWl","Abs2","G09","16S_Run2","Plate1","F01",40,3.01686197662055,2
"WaterSource",1,"Unnormalized_Abs2",82,"Normalized_Plate1",62,16.7,23.3,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000008a-FP|032017|pcB9D","Abs2","G10","16S_Run2","Plate1","F02",40,4.77679233307282,2
"WaterSource",1,"Unnormalized_Abs2",83,"Normalized_Plate1",63,16.9,23.1,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000008b-FP|032017|EQOv4","Abs2","G11","16S_Run2","Plate1","F03",40,4.72977129301494,2
"WaterSource",1,"Unnormalized_Abs2",84,"Normalized_Plate1",64,9,31,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000008c-FP|032017|s3FDt","Abs2","G12","16S_Run2","Plate1","F04",40,8.88777469241934,2
"WaterSource",1,"Unnormalized_Abs2",85,"Normalized_Plate1",65,4.5,35.5,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000009a-FP|032017|HqykP","Abs2","H01","16S_Run2","Plate1","F05",40,17.9628354235911,2
"WaterSource",1,"Unnormalized_Abs2",86,"Normalized_Plate1",66,6.8,93.2,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000009b-FP|032017|4x3vq","Abs2","H02","16S_Run2","Plate1","F06",100,29.3217752432888,2
"WaterSource",1,"Unnormalized_Abs2",87,"Normalized_Plate1",67,3.7,96.3,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","Abs2|0000009c-FP|032017|9M3To","Abs2","H03","16S_Run2","Plate1","F07",100,54.7662710052164,2
"WaterSource",1,"Unnormalized_Abs2",88,"Normalized_Plate1",68,9.4,30.6,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000010a-FP|032017|149r4","Abs2","H04","16S_Run2","Plate1","F08",40,8.52504095482994,2
"WaterSource",1,"Unnormalized_Abs2",89,"Normalized_Plate1",69,7.7,32.3,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000010b-FP|032017|tSjMF","Abs2","H05","16S_Run2","Plate1","F09",40,10.3857306828348,2
"WaterSource",1,"Unnormalized_Abs2",90,"Normalized_Plate1",70,4.2,35.8,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","Abs2|0000010c-FP|032017|fIBZY","Abs2","H06","16S_Run2","Plate1","F10",40,19.1988170479698,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",1,"Normalized_Plate1",71,3.6,96.4,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000001b|060517|2zzgY","AbsWt+Diet","A01","16S_Run2","Plate1","F11",100,56.0562905318152,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",2,"Normalized_Plate1",72,7.3,92.7,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000003a|060517|KSPlH","AbsWt+Diet","A02","16S_Run2","Plate1","F12",100,27.5857303001242,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",3,"Normalized_Plate1",73,5.5,34.5,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000004b|060517|Yzj6l","AbsWt+Diet","A03","16S_Run2","Plate1","G01",40,14.6628795260054,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",5,"Normalized_Plate1",74,9.2,90.8,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000007a|060517|S4UIt","AbsWt+Diet","A05","16S_Run2","Plate1","G02",100,21.695059068653,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",6,"Normalized_Plate1",75,5.1,34.9,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000008a|060517|BtvvH","AbsWt+Diet","A06","16S_Run2","Plate1","G03",40,15.6517797741902,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",7,"Normalized_Plate1",76,6,34,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000009a|060517|65pT0","AbsWt+Diet","A07","16S_Run2","Plate1","G04",40,13.3870761193966,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",8,"Normalized_Plate1",77,4.5,35.5,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000011b|060517|GmbRN","AbsWt+Diet","A08","16S_Run2","Plate1","G05",40,17.824918591189,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",9,"Normalized_Plate1",78,5.8,34.2,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000014a|060517|YoKgG","AbsWt+Diet","A09","16S_Run2","Plate1","G06",40,13.7655441156155,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",10,"Normalized_Plate1",79,4.4,35.6,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000001a|060717|se3xM","AbsWt+Diet","A10","16S_Run2","Plate1","G07",40,18.075195814495,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",11,"Normalized_Plate1",80,5.4,94.6,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000002b|060717|fJyzB","AbsWt+Diet","A11","16S_Run2","Plate1","G08",100,37.2610814937842,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",12,"Normalized_Plate1",81,6.5,93.5,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000003a|060717|RNTdu","AbsWt+Diet","A12","16S_Run2","Plate1","G09",100,30.7294563977487,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",13,"Normalized_Plate1",82,7.2,32.8,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000004b|060717|AKziB","AbsWt+Diet","B01","16S_Run2","Plate1","G10",40,11.158998399721,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",19,"Normalized_Plate1",83,7.8,92.2,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000010b|060717|1hfx6","AbsWt+Diet","B07","16S_Run2","Plate1","G11",100,25.5224692884793,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",20,"Normalized_Plate1",84,3.5,96.5,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000011a|060717|aAnFX","AbsWt+Diet","B08","16S_Run2","Plate1","G12",100,57.4969106464548,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",21,"Normalized_Plate1",85,7.8,92.2,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000012b|060717|FYamW","AbsWt+Diet","B09","16S_Run2","Plate1","H01",100,25.7544335442264,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",23,"Normalized_Plate1",86,8.3,31.7,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000014b|060717|t4YdH","AbsWt+Diet","B11","16S_Run2","Plate1","H02",40,9.6878566724831,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",24,"Normalized_Plate1",87,6.3,33.7,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000001b|060917|vWgFI","AbsWt+Diet","B12","16S_Run2","Plate1","H03",40,12.7339136097931,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",26,"Normalized_Plate1",88,7.1,32.9,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000003b|060917|cS6FU","AbsWt+Diet","C02","16S_Run2","Plate1","H04",40,11.2444589149962,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",27,"Normalized_Plate1",89,13.2,26.8,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000004a|060917|tvyyS","AbsWt+Diet","C03","16S_Run2","Plate1","H05",40,6.05578477328581,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",33,"Normalized_Plate1",90,5.4,94.6,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000010a|060917|aIdWN","AbsWt+Diet","C09","16S_Run2","Plate1","H06",100,36.7727356922114,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",34,"Normalized_Plate1",91,9.5,90.5,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000011b|060917|LCoUg","AbsWt+Diet","C10","16S_Run2","Plate1","H07",100,21.0785224941674,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",35,"Normalized_Plate1",92,7,33,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000012a|060917|Dn4mw","AbsWt+Diet","C11","16S_Run2","Plate1","H08",40,11.4336929131057,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",38,"Normalized_Plate1",93,3.5,96.5,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000001a|061217|Tc0Gi","AbsWt+Diet","D02","16S_Run2","Plate1","H09",100,56.4958017532307,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",39,"Normalized_Plate1",94,3.9,96.1,"100 >= Starting Concentration > 20: Transferred [DNAvol + Water/EB]= 100 uL","AbsWt|000000002b|061217|0RR5h","AbsWt+Diet","D03","16S_Run2","Plate1","H10",100,51.0324330981356,2
"WaterSource",1,"Unnormalized_AbsWt+Diet",40,"Normalized_Plate1",95,7.3,32.7,"20 >= Starting Concentration > 2: Transferred [DNAvol + Water/EB]= 40 uL","AbsWt|000000003a|061217|Uwzl7","AbsWt+Diet","D04","16S_Run2","Plate1","H11",40,10.9270341439739,2
